NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6515-CF-005-0650,"OXIMETER, FINGER PULSE, EDAN",EA,21,2,36,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x20"
6515-CF-005-0805,"RESUSCITATOR, BVM ADULT, SPUR II, WITH MEDIUM MASK, PEEP VALVE",EA,13,2,0,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x12"
6515-CF-005-0818,MCGRATH 3.6V BATTERY,EA,1,1,55,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-CF-005-0819,MCGRATH MAC BLADE SIZE 3 50/BOX,EA,5,1,10,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-005-0820,MCGRATH MAC BLADE SIZE 4 50/BOX,EA,5,1,10,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-005-0821,MCGRATH MAC BLADE SIZE 2 50/BOX,EA,2,1,10,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0822,MCGRATH MAC BLADE SIZE 1 50/BOX,EA,2,1,10,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-CF-005-0823,MCGRATH X3 BLADE 10/BOX,EA,5,1,15,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-CF-005-0855,"3M LITTMANN CORE DIGITAL STETHOSCOPE CHESTPIECE, TUBE, STEM, AND HEADSET - 69CM",BX,1,1,410,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-CF-005-1012,"TUBE, BLOOD/URINE COLLECTION, VACUTAINER, NO ADDITIVE, 13X100MM, 6ML, HEMOGARD CLOSURE (100EA/BX)",EA,20,1,0,C,WHSE,,"TREATMENT KIT, BLOOD COLLECTION (6545-20-A0U-8757) x20"
6515-CF-005-1042,"TEST KIT, ONE-STEP hCG COMBO LATERAL FLOW, QUICKVUE+",BX,3,1,130.36,C,WHSE,,"TREATMENT KIT, LAB POC AND TESTING KITS (6545-20-A0U-8758) x3"
6515-CF-005-1328,"POUCH, TT TAC POUCH, 8.1 HIP BAG, W/ REMOVABLE WAIST BELT, BLACK",EA,1,1,76.79,C,WHSE,,"KIT, FIRST AID, TCCC, ALL SERVICE MEMBERS (ASM), MARITIME VARIANT (6545-CF-005-0860) x1"
6515-CF-005-1346,"OPTICAL SCREWDRIVER SET - FOUR REVERSIBLE BLADES, FOUR PHILIPS AND FOUR STRAIGHT BLADES",EA,1,1,21.3,C,WHSE,,"TREATMENT KIT, GENERAL SUPPLY (DSC) (6545-20-A0U-8770) x1"
6515-CF-005-1464,"MASK, CPR FACESHIELD WITH ONE-WAY VALVE",BG,0.04,1,96.65,C,WHSE,,FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS (6545-21-111-8439) x0.04
6515-CF-005-1470,"CPR MASK, POCKET VENTILLATOR, W/HEADSTRAP, ONE-WAY VALVE AND OXYGEN INLET",EA,13,4,5.4,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x6; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6520-CF-001-9218,(D)NEEDLE 27 GAUGE LONG,BX,0.05,1,19.1,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x0.05"
6520-CF-003-0064,ORTHODONTIC WAX,EA,3,1,1.57,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x3"
6520-CF-005-0592,EXAM SET-UP 4-IN-1 BUNDLE ASSORTMENT DISPOSABLE,EA,3,1,2.46,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x3"
6520-CF-005-1129,"FORM, MANAGEMENT OF DENTAL EMERGENCIES, FLOWCHART, CFHS, 8.5"" x 11""",EA,1,1,0,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x1"
6520-CF-005-1409,FLOSS WAXED 200 YARDS,EA,1,1,0,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x1"
6530-00-770-6425,BAG HOT WATER/ICE(FIELD),EA,6,1,7.83,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x6"
6530-00-771-0225,"BASIN WASH ROUND 14""DIA",EA,2,1,71.91,D,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x2"
6530-01-006-4516,BRUSH SURG SCRUB 11X4CM,EA,15,1,2.53,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x15"
6530-01-038-4587,STERI-DRAPE 57 X 66 CM,EA,10,1,2.76,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x10"
6530-01-173-8892,"CONTAINER, SHARPS, BIOHAZARD, 7.6L",EA,1,1,7.49,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x1"
6530-01-219-8615,BEDPAN PLASTIC W/HANDLE,EA,1,1,5.51,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6530-01-450-7213,RESTRAINT HEAD UNIVERSAL,EA,1,1,237.43,C,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x1"
6530-01-518-3577,PROBE COVER ORAL THERMO,PG,2,1,1.16,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x2"
6530-20-001-2849,COVER PROBE THERMOMETER,PG,6,3,3.93,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6530-20-011-4406,"DISPOSAL CONTAINER, HYPODERMIC NEEDLE AND SYRINGE, 0.15L",EA,1,1,3.52,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6530-20-012-7761,ASSORTED SAFETY PINS,PG,6,2,0.75,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x5; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6530-21-116-0406,CUSHION RING INFLATABLE,EA,2,1,15.18,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2"
6530-21-116-2810,"BOWL, SURGICAL SPONGE (C",EA,6,1,10.28,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x6"
6530-21-116-2847,JAR SET(5)GLASS SUNDRIES,SE,1,1,88.92,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6530-21-116-2942,"TRAY INSTRUMENT 9X5X2""",EA,5,1,16.91,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x5"
6530-21-116-5137,DISPENSER INDICATOR TAPE,EA,1,1,206.53,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-21-116-5139,DISPENSER EZ SCRUB BRUSH,EA,1,1,41.4,D,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6530-21-116-5202,STAND (MAYO) W/TRAY,EA,1,1,140.71,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6530-21-845-0872,TAPE STEAM STERILIZE INDICATOR 18MM,RO,2,1,4.23,C,ExternalRqn,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6530-21-846-9540,CUP MEDICINE CLEAR PLASTIC 1OZ/30CC GRADUATED IN 'CC' AND 'ML' W/LINE MARKINGS (SPOON SIZES),EA,200,1,0.01,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x200"
6530-21-848-4626,PAD PROTECTIVE BED,EA,25,1,0.21,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x25"
6530-21-851-1647,BASIN EMESIS (PLASTIC),EA,4,1,2.23,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x4"
6530-21-851-1648,"BASIN WASH ROUND 13""DIA",EA,4,1,4.48,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x4"
6530-21-851-1652,URINAL MALE (1.75 QT),EA,1,1,7.46,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6530-21-852-5336,CUP IODINE 170CC(6 OZ.),EA,10,1,5.17,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6530-21-862-7859,TRAY COUNTING CAPS/TABS,EA,2,1,13.27,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x2"
6530-21-868-4459,PAPER SHEETING (TABLE),RO,6,1,2.86,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x6"
6530-21-870-7889,URINAL FEMALE (1.00 QT),EA,1,1,5.34,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x1"
6530-21-874-0093,"STOOL W/FOOTREST 25-32""",EA,1,1,645.79,D,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6530-21-878-4381,"BAG BIOHAZARD DISPOSAL, 16IN WIDE X 24IN LONG, 1.5MM THICK",CS,1,1,669.67,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6530-21-880-6717,PAD COLD TMT,EA,42,2,0.94,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x40; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6530-21-880-6718,PAD HEAT TMT,EA,20,1,1.53,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x20"
6530-21-893-6958,ENVELOP HEAT SEAL 7.6CM,RO,1,1,11.6,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-21-893-6959,ENVELOP HEAT SEAL 15.2CM,RO,1,1,14.12,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-21-893-6960,ENVELOPE HEAT SEAL,RO,1,1,30,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-21-903-0012,"SPONGE/SCRUB ""PRE-OP II""",EA,30,1,1.4,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x30"
6530-21-907-7372,BOTTLE URINE W/CAP 60ML,EA,10,1,0.33,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x10"
6530-21-909-0770,BOTTLE PLASTIC 500ML,EA,2,1,0.66,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2"
6530-CF-001-7420,SPLINT TRACTION FEMORAL,EA,1,1,140,D,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x1"
6530-CF-001-7680,CONCENTRATOR OXYGEN,EA,1,1,780.77,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-CF-001-7719,SEALER HEAT LIFTSL 18IN,EA,1,1,3660.82,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-CF-001-7724,"BOARD, SPINAL FRACTURE, PLASTIC, YELLOW, 2,500LBS DISTRIBUTED WEIGHT CAPACITY WITH MOLDED-IN SPEED CLIP PINS",EA,1,1,298.22,D,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x1"
6530-CF-001-7725,RESTRAINT QUICK FASTRAP,EA,1,1,149.3,C,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x1"
6530-CF-001-8608,STERILIZER STEAM SURG,EA,1,1,5153.72,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-CF-001-8723,RESTRAINT WRIST LEATHER,PR,1,1,209.99,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x1"
6530-CF-001-8724,RESTRAINT ANKLE LEATHER,PR,1,1,214.77,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x1"
6530-CF-001-9532,CONTAINER SPECIMEN 90ML,EA,6,2,0.19,C,WHSE,,TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x2; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x4
6530-CF-002-0474,TRAY INSTR W/O COVER,EA,1,1,18.67,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6530-CF-002-0475,TRAY INSTRUMENT CATHETER,EA,1,1,36.58,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6530-CF-002-6607,CLEANER ULTRASONIC SMALL,EA,1,1,1320.75,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6530-CF-005-0088,"PATIENT WARMER MACHINE, 34-43 DEG C",EA,2,1,1330,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6530-CF-005-0359,"BAG, URINARY DRAINAGE, 2000ML,",EA,6,1,8.76,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x6"
6530-CF-005-0361,"VIAL, CHILD-PROOF SAFETY CAP, 20DR",EA,350,1,0.26,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x350"
6530-CF-005-0367,"BACKBOARD, W/10PINS, YELLOW",EA,2,1,306.86,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6530-CF-005-0377,"VIAL, 8.5DR, TO USE WITH CENTOR SCREW LOC CAP 6530-CF-005-0378",EA,200,1,0.09,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x200"
6530-CF-005-0378,"CENTOR SCREW LOC CLOSURE, 8.5DR, USE WITH VIAL 6530-CF-005-0377",EA,200,1,0.07,C,WHSE,,"TREATMENT KIT, PHARMACY (6545-20-A0U-8760) x200"
6532-01-665-6728,"BLANKET, SELF-HEATING, READY-HEAT",EA,10,1,54,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x10"
6532-CF-003-0369,BLANKET CASUALTY HYPOTHERMIA WITH 4 HEAT PADS,EA,11,4,205,D,WHSE,,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION (6545-20-A0M-1004) x1; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x5"
6540-01-239-5474,"OPHTHALMOSCOPE HEAD, 3.5V COAXIAL, HALOGEN",EA,3,1,221.14,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x3"
6540-01-296-2130,LENS OPHTH IRRIG MORGAN,EA,10,1,69.44,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x10"
6540-01-629-4401,"SHIELD, OPHTHALMIC TONOMETER",BX,1,1,213.77,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6540-21-116-3036,"CHART, VISION ACUITY TES",EA,1,1,32.73,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6540-CF-001-9523,SLIT LAMP COMPACT,EA,1,1,2212.38,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6540-CF-002-8468,TONOMETER PEN HANDHELD,EA,1,1,10441.61,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6540-CF-005-0456,"OCCLUDER, MULTI-PINHOLE",EA,1,1,36.4,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6545-00-912-9890,CASE (BACKPACK) AIRBORNE,EA,1,1,65,D,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x1"
6545-01-522-1031,"BAG, MEDICAL COVERAGE",EA,1,1,270.4,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6545-01-617-5668,BAG MEDICAL RATS BVS,EA,5,1,1093.21,D,WHSE,,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x5"
6545-20-011-8366,"HOLSTER, SHEATH, SCISSORS, BELT",EA,23,2,25.38,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x20; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3"
6545-20-A0M-1004,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION",KT,2,2,655.45,D,WHSE,Y,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x1"
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",KT,1,1,2343.33,D,WHSE,Y,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x1"
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",KT,1,1,35427.51,D,WHSE,Y,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x1"
6545-20-A0U-8722,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",SE,1,1,91622.86,C,WHSE,Y,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x1"
6545-20-A0U-8754,"TREATMENT KIT, MEDICATIONS, MAJOR NAVAL WARSHIP",KT,1,1,15264.6,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8755,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY",KT,1,1,7818.37,C,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8757,"TREATMENT KIT, BLOOD COLLECTION",KT,1,1,213.73,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8758,"TREATMENT KIT, LAB POC AND TESTING KITS",KT,1,1,1534.73,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8759,"TREATMENT KIT, WATER TESTING",KT,1,1,4645.8,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8760,"TREATMENT KIT, PHARMACY",KT,1,1,168.02,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8761,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP",KT,1,1,7808.24,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8762,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP",KT,1,1,5592.14,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8763,"TREATMENT KIT, SUTURES AND TAPES",KT,1,1,2253.04,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8764,"TREATMENT KIT, HYGIENE AND PPE",KT,1,1,2692.73,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8765,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL",KT,1,1,9111.49,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8766,"TREATMENT KIT, MSK AND BRACES/SPLINTS",KT,1,1,4926.15,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8767,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP",KT,1,1,9777.72,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-8770,"TREATMENT KIT, GENERAL SUPPLY (DSC)",KT,1,1,473.47,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-20-A0U-9002,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",KT,1,1,29858.22,D,WHSE,Y,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-8722) x1"
6545-21-111-8439,FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS,KT,10,1,21.45,D,WHSE,Y,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x10"
6545-21-116-4722,SURG INSTRUM SET (TRANS),SE,1,1,443.38,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6545-21-912-4985,TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT,KT,2,1,538.33,D,WHSE,Y,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS) (6545-CF-005-1238) x2"
